ISBN,CopyNumber,LibraryID,PurchaseDate,Condition,Status
9780747267638,1376,5,2002-11-06 11:42:22,Fine,On Shelf
9780679781486,1377,3,2005-03-24 20:21:19,Like New,Processing
9780140250329,1378,1,2006-07-13 04:28:18,Fine,On Shelf
9781589880290,1379,4,1989-02-06 08:36:05,Fair,On Shelf
9780802757487,1380,1,1983-03-15 00:28:07,Good,On Shelf
9781402714542,1381,4,1984-05-02 17:23:36,Poor,Checked Out
9780151012268,1382,3,1992-02-26 08:54:19,Good,On Shelf
9780763623326,1383,2,1981-10-28 08:56:21,Fair,On Shelf
9780674992559,1384,3,1990-06-29 11:13:48,Fine,On Shelf
9780395500767,1385,3,2006-11-04 01:14:48,Good,On Shelf
9780143039570,1386,1,2008-08-06 04:28:43,Fair,Checked Out
9780316911481,1387,2,1980-03-04 14:52:19,Good,Checked Out
9780822219750,1388,5,1988-09-23 05:50:01,Fair,On Shelf
9781592402687,1389,5,2003-10-16 17:15:00,Poor,On Shelf
9780743287968,1390,4,1983-08-07 01:58:40,Good,On Shelf
9780786714827,1391,5,2000-12-14 14:43:34,Good,On Shelf
9780440508823,1392,3,1993-04-18 23:24:47,Poor,On Shelf
9780843951776,1393,3,2011-07-14 21:07:47,Good,Checked Out
9780762427321,1394,4,1983-05-29 20:28:38,Good,On Shelf
9780801489785,1395,2,1991-04-10 13:19:06,Fine,On Shelf
9780451526816,1396,3,2015-11-08 06:43:11,Fine,On Shelf
9780753453216,1397,4,1999-03-01 04:31:28,Fine,On Shelf
9781593083236,1398,3,2008-06-17 10:53:20,Fair,On Shelf
9781421506272,1399,5,2000-05-20 19:25:46,Good,On Shelf
9780792238935,1400,4,2003-06-22 22:05:16,Fine,On Shelf
9780060589462,1401,1,1985-10-24 16:43:41,Fair,On Shelf
9780744001051,1402,5,2002-08-11 04:43:01,Good,Checked Out
9780520072381,1403,2,2004-10-22 19:08:42,Poor,On Shelf
9780713996876,1404,2,2003-05-03 15:54:48,Poor,On Shelf
9780872202573,1405,5,1980-03-30 23:30:11,Fair,On Shelf
9781421501758,1406,3,2014-06-02 00:55:01,Fine,On Shelf
9780515140774,1407,1,1987-04-23 22:39:20,Like New,On Shelf
9780099498667,1408,4,2008-05-22 16:12:16,Good,On Shelf
9780802130792,1409,4,2015-03-23 02:30:53,Fine,Checked Out
9780553258479,1410,4,1988-01-27 15:39:33,Fair,Checked Out
9780553213447,1411,4,1988-04-16 20:17:09,Poor,Checked Out
9780060930134,1412,4,1987-12-29 22:21:07,Good,On Shelf
9781569708125,1413,5,2009-09-10 02:07:41,Like New,On Holds Shelf
9780486292724,1414,1,1995-05-18 00:30:33,Fair,Checked Out
9788497644747,1415,1,1985-12-04 18:15:26,Good,On Shelf
9780940450219,1416,2,1997-08-08 02:19:15,Good,On Shelf
9781416527299,1417,5,2015-11-27 12:38:55,Like New,On Holds Shelf
9780811821841,1418,4,1998-10-15 12:29:20,Fair,On Shelf
9780380710843,1419,2,1981-02-10 14:16:58,Fine,On Shelf
9780060534059,1420,2,2000-08-06 18:38:19,Fine,On Shelf
9780312263089,1421,2,2020-03-03 08:42:55,Poor,On Shelf
9780691017778,1422,1,2019-09-26 16:27:23,Fair,Checked Out
9780862786021,1423,5,1989-01-24 11:50:59,Poor,On Shelf
9780765309983,1424,1,2004-04-02 03:10:22,Fine,On Shelf
9780312274924,1425,1,1997-03-02 10:45:23,Like New,On Shelf
9780141187563,1426,4,2009-08-20 16:11:08,Fair,Checked Out
9780345446664,1427,4,2016-09-30 06:07:16,Fair,On Shelf
9780192835437,1428,2,1980-02-06 13:25:08,Like New,On Holds Shelf
9780843944822,1429,4,1980-08-06 04:54:59,Good,On Shelf
9780805212075,1430,1,2000-01-26 08:14:37,Good,On Shelf
9780679727293,1431,1,1983-01-21 00:59:31,Like New,On Shelf
9780439178785,1432,1,1993-09-22 14:24:51,Poor,On Holds Shelf
9780060957902,1433,4,1989-07-02 20:33:26,Poor,Checked Out
9781587263835,1434,1,2017-12-30 18:18:11,Good,On Shelf
9781932855418,1435,3,2008-04-19 05:33:01,Good,Processing
9780141187587,1436,3,2002-08-03 04:46:18,Good,On Shelf
9780394429823,1437,2,1991-06-05 20:43:40,Like New,On Shelf
9780872861558,1438,2,1980-10-23 11:17:54,Good,Checked Out
9781563896279,1439,1,1991-03-19 03:25:06,Good,Checked Out
9780553267600,1440,3,1996-11-17 10:38:39,Fine,On Shelf
9780878937202,1441,2,1997-12-08 15:02:14,Fine,On Shelf
9780679745396,1442,5,1981-05-02 07:50:15,Fair,Checked Out
9781568958125,1443,5,2019-09-06 15:33:55,Like New,On Shelf
9780753814413,1444,2,1998-08-19 19:52:28,Fine,Checked Out
9780766608283,1445,2,2015-10-03 19:07:02,Good,Checked Out
9780743435383,1446,4,2020-09-22 21:36:37,Fine,On Shelf
9780380977260,1447,5,1997-05-16 16:06:09,Good,On Holds Shelf
9780099456452,1448,3,1985-10-29 08:21:00,Poor,On Shelf
9783453215283,1449,5,2013-01-11 04:08:21,Fine,On Shelf
9780670261550,1450,4,2019-10-13 14:19:20,Fair,Checked Out
9780762412631,1451,1,2000-05-26 16:41:13,Poor,Checked Out
9780977795306,1452,1,1980-07-25 16:45:22,Good,Checked Out
9780723258056,1453,4,1989-12-23 06:58:28,Poor,On Shelf
9780805232110,1454,2,2011-01-28 06:05:50,Fair,On Shelf
9781853264177,1455,3,1996-12-31 03:14:20,Fine,Checked Out
9780385471473,1456,2,1992-02-17 16:29:55,Like New,Checked Out
9780743264075,1457,3,2014-05-08 12:55:53,Fine,On Shelf
9780486451404,1458,4,2010-08-13 20:41:54,Fine,On Shelf
9780060777333,1459,1,1981-09-11 17:27:41,Like New,Checked Out
9780671882365,1460,4,1983-12-28 14:23:07,Good,Checked Out
9780747250388,1461,1,1982-07-05 11:35:57,Fair,On Holds Shelf
9780007121076,1462,2,1984-12-04 18:51:46,Poor,Checked Out
9782013218474,1463,2,2002-01-10 23:05:01,Poor,On Shelf
9780330419659,1464,2,2002-01-08 00:20:54,Fine,Checked Out
9788466312806,1465,3,1998-12-02 05:41:01,Good,On Holds Shelf
9780674991873,1466,3,1992-04-06 19:10:55,Like New,Checked Out
9780142405499,1467,2,1996-06-26 21:24:18,Fair,On Holds Shelf
9780684846118,1468,3,1985-06-13 22:37:05,Fair,On Shelf
9780375758737,1469,3,2002-03-15 21:15:34,Poor,On Shelf
9780895260901,1470,5,2018-11-28 05:22:09,Good,Checked Out
9780333581292,1471,4,2018-05-05 14:55:00,Like New,On Shelf
9780812969009,1472,3,1991-01-20 04:43:27,Fair,On Shelf
9781566890649,1473,3,2015-01-07 18:56:21,Good,On Holds Shelf
9782253152859,1474,5,2007-04-05 17:53:24,Fine,On Shelf
9780553381399,1475,1,2013-04-16 20:57:24,Like New,On Shelf
9780806127941,1476,1,2012-10-18 21:31:35,Like New,Checked Out
9780060565091,1477,3,2004-04-17 03:17:22,Fine,On Shelf
9780446611916,1478,4,1982-07-07 19:36:29,Good,Checked Out
9780670826902,1479,4,1997-07-15 16:40:24,Like New,On Shelf
9780446676489,1480,4,2005-04-08 10:51:06,Fair,On Shelf
9781932450750,1481,1,1996-12-26 13:58:03,Like New,On Holds Shelf
9780791074589,1482,1,2020-09-02 19:37:19,Poor,Checked Out
9780373692286,1483,4,1997-07-06 09:06:20,Fair,On Shelf
9780425187050,1484,2,2001-05-18 09:09:50,Fine,On Shelf
9781580087940,1485,1,2018-04-12 01:12:31,Good,On Shelf
9781586170264,1486,1,1985-08-06 06:10:47,Good,On Shelf
9780205479801,1487,5,2017-07-28 01:58:12,Poor,On Shelf
9780007127771,1488,5,2019-09-15 00:31:19,Poor,Checked Out
9780752864303,1489,3,2001-04-22 22:59:31,Fair,Checked Out
9780765345516,1490,1,1995-03-29 20:56:51,Fine,On Shelf
9781421500904,1491,5,2018-10-19 10:23:04,Good,Checked Out
9780198321477,1492,5,1994-06-05 13:20:07,Fair,On Shelf
9780099490685,1493,1,2015-12-08 08:04:01,Fine,Checked Out
9781560761549,1494,3,2007-06-08 08:43:29,Poor,Checked Out
9780486406640,1495,2,2003-08-05 18:05:19,Fair,On Shelf
9780312333751,1496,3,1990-01-30 11:24:36,Fair,On Shelf
9780060278427,1497,4,2016-08-13 07:59:56,Good,On Shelf
9780060512187,1498,3,1998-05-11 14:20:54,Fine,Checked Out
9781890208288,1499,5,1998-01-05 07:10:56,Like New,Checked Out
9780023895302,1500,4,2003-07-03 18:56:00,Like New,On Shelf
9780765344953,1501,2,1994-02-26 03:14:24,Like New,Checked Out
9780345418265,1502,3,1993-01-05 11:29:58,Fine,On Shelf
9780345467171,1503,2,2012-04-14 14:23:34,Poor,On Holds Shelf
9780393958041,1504,2,1980-02-02 04:37:50,Like New,On Shelf
9782290319703,1505,2,1980-11-21 02:04:49,Poor,Checked Out
9781579651602,1506,4,2011-04-22 19:54:50,Like New,Checked Out
9781594160004,1507,2,2006-05-06 02:05:47,Like New,Processing
9780452277755,1508,4,2001-10-08 08:14:07,Like New,On Shelf
9780822316411,1509,4,2020-02-19 01:26:53,Like New,On Shelf
9780786867974,1510,2,2015-11-04 13:09:25,Like New,On Shelf
9780451180414,1511,1,2015-01-04 05:50:13,Fair,On Shelf
9780767916912,1512,2,1990-05-02 20:11:12,Good,On Shelf
9780563535119,1513,2,1980-09-29 16:01:43,Fair,On Shelf
9780140445503,1514,5,2016-04-12 01:33:42,Good,On Shelf
9780802417589,1515,1,2002-07-27 07:05:23,Good,Processing
9780142004036,1516,1,2013-10-29 02:02:01,Fine,Checked Out
9780553560275,1517,5,2017-09-06 14:12:01,Poor,On Shelf
9783462032178,1518,3,1987-04-15 01:39:48,Like New,Checked Out
9780679767091,1519,1,2005-03-09 14:20:40,Good,On Shelf
9780684831541,1520,3,1990-10-28 20:39:38,Fine,On Shelf
9780747251828,1521,4,2016-01-02 14:11:49,Fine,Checked Out
9780140440287,1522,2,1999-06-17 16:29:21,Good,On Shelf
9780743247788,1523,3,1992-01-06 01:18:53,Good,Checked Out
9781932100013,1524,4,2013-08-20 10:06:59,Good,On Shelf
9781577312093,1525,2,2002-04-16 04:38:58,Good,On Shelf
9780375410468,1526,3,2004-03-27 07:04:50,Good,On Shelf
9781400078004,1527,5,2012-07-21 22:23:01,Like New,On Shelf
9781556523984,1528,5,2002-07-26 00:05:32,Good,On Shelf
9780062700254,1529,3,1987-12-26 06:31:01,Good,On Shelf
9780563504078,1530,5,2018-12-26 09:48:05,Fair,Checked Out
9780441909117,1531,2,1983-09-04 02:11:12,Fine,Checked Out
9780439736466,1532,3,2011-12-09 08:37:03,Fine,On Shelf
9780060846879,1533,1,2008-04-27 15:39:33,Poor,On Shelf
9781596009202,1534,5,1987-01-30 09:48:22,Good,On Shelf
9781567921892,1535,3,2012-02-12 22:54:06,Like New,Checked Out
9780142437544,1536,5,1989-01-14 21:09:38,Like New,Processing
9788467204360,1537,5,2000-10-13 18:57:29,Poor,Checked Out
9780886777630,1538,3,2014-08-19 20:25:09,Fair,Checked Out
9780060519131,1539,2,1985-07-16 18:09:25,Good,On Shelf
9781585675241,1540,1,2002-09-06 00:59:32,Good,On Shelf
9782290328224,1541,2,1988-09-27 16:19:50,Fair,On Shelf
9780374292799,1542,3,2020-09-04 03:32:38,Good,On Shelf
9780750005944,1543,4,1988-05-25 01:48:36,Good,On Shelf
9780743412803,1544,5,2004-07-11 21:57:50,Fine,On Holds Shelf
9780140150810,1545,5,1983-06-02 16:09:58,Good,On Shelf
9780618485222,1546,2,1999-04-24 23:41:09,Like New,On Shelf
9780810935204,1547,2,2018-12-22 13:29:33,Like New,On Holds Shelf
9780940450721,1548,2,2006-12-20 00:11:27,Fine,Checked Out
9780977795306,1549,1,1998-12-08 12:30:17,Fair,Checked Out
9780446313933,1550,4,1989-03-28 18:09:06,Fair,On Shelf
9781567921892,1551,5,2008-03-24 00:50:11,Fair,On Shelf
9780800638184,1552,2,1996-07-10 18:49:19,Like New,Checked Out
9781419154072,1553,2,2005-09-11 01:56:19,Good,Checked Out
9781840224535,1554,3,2002-01-03 02:54:11,Poor,On Shelf
9780385498203,1555,1,2018-08-15 21:24:47,Fair,On Shelf
9780142003442,1556,2,1984-07-29 08:22:03,Like New,Checked Out
9780375839566,1557,3,2018-10-28 17:09:50,Poor,On Shelf
9780743251006,1558,5,1984-11-06 07:51:33,Fine,On Shelf
9780751510614,1559,2,1996-11-30 07:01:22,Fair,Checked Out
9780744001402,1560,3,2001-05-31 08:18:38,Fair,On Shelf
9780224064736,1561,1,1987-04-13 04:58:22,Fine,On Shelf
9780140620139,1562,5,2020-10-26 21:07:32,Good,On Shelf
9780060927547,1563,1,1980-02-18 03:38:20,Like New,On Shelf
9780425169698,1564,5,1995-05-05 03:17:03,Fair,Checked Out
9780240807386,1565,3,1996-07-08 13:41:59,Fine,On Shelf
9781590171103,1566,5,2001-08-14 16:56:08,Fine,Checked Out
9780812968972,1567,5,2019-09-24 13:03:07,Like New,Checked Out
9781416541189,1568,4,1993-04-06 19:48:27,Fair,On Shelf
9780373771370,1569,5,2005-05-21 16:58:52,Good,Processing
9781421508382,1570,2,2008-02-27 07:42:54,Poor,On Shelf
9780141441047,1571,4,1986-01-27 20:45:34,Fair,On Shelf
9780060760823,1572,3,1991-05-30 20:20:29,Fair,On Shelf
9781568654232,1573,2,2009-07-11 19:19:18,Like New,On Shelf
9780743260169,1574,2,1986-01-29 06:48:26,Like New,On Shelf
9780060545628,1575,1,2020-04-19 03:46:42,Good,On Shelf
9780778321712,1576,1,2009-02-05 10:42:44,Fair,On Shelf
9789774248443,1577,3,1982-08-04 05:35:31,Like New,Checked Out
9780393328608,1578,2,2002-03-29 14:32:31,Like New,On Holds Shelf
9781421500904,1579,5,1997-03-03 16:03:48,Fair,On Holds Shelf
9784088731100,1580,5,1993-03-16 20:10:09,Fine,Checked Out
9780380815937,1581,4,1993-01-12 05:02:06,Fair,On Shelf
9780786710652,1582,3,1991-04-21 06:35:03,Fine,On Shelf
9781559343565,1583,2,1986-06-14 18:21:33,Poor,Checked Out
9780812513752,1584,3,2010-02-08 10:26:44,Fair,On Shelf
9780316296199,1585,1,2005-07-26 17:02:22,Like New,On Holds Shelf
9789587043648,1586,5,1987-08-17 07:47:11,Like New,On Shelf
9780140818031,1587,1,1984-07-31 20:02:07,Poor,Checked Out
9780062512796,1588,2,2018-05-18 07:38:05,Poor,Checked Out
9780786407804,1589,5,1982-03-25 22:17:45,Like New,On Shelf
9788120818941,1590,5,1991-05-28 00:15:13,Poor,Checked Out
9780060013134,1591,2,2019-07-13 09:05:10,Like New,On Holds Shelf
9780446579674,1592,3,1991-09-25 20:37:54,Poor,On Shelf
9780441623822,1593,3,1992-10-10 19:53:32,Fine,Processing
9780671417017,1594,1,1985-10-29 18:51:00,Poor,On Shelf
9780060539160,1595,3,2003-04-02 13:36:08,Fair,On Shelf
9780671569020,1596,1,1988-09-17 15:33:50,Fair,Checked Out
9780671732523,1597,1,1986-01-04 21:15:41,Fair,On Shelf
9781593083366,1598,2,2002-02-17 02:55:15,Fine,On Shelf
9780449239698,1599,4,2012-06-21 02:08:18,Like New,On Shelf
9780425196748,1600,4,1987-09-19 06:08:24,Like New,Checked Out
9781402561016,1601,2,2003-09-18 17:27:09,Poor,Checked Out
9780618711673,1602,1,2001-06-13 13:09:08,Fine,Checked Out
9780743564373,1603,5,1984-01-03 05:53:20,Fair,On Shelf
9780739317365,1604,4,1985-02-13 08:19:52,Fair,On Shelf
9780060790592,1605,1,1981-06-03 17:13:29,Like New,On Shelf
9780440122098,1606,3,2018-11-18 22:22:17,Poor,On Shelf
9780152050863,1607,3,2020-08-26 15:13:43,Good,On Shelf
9781416903277,1608,1,1980-10-10 16:05:09,Poor,Checked Out
9780199210701,1609,5,2017-03-22 22:16:31,Poor,On Shelf
9780486447780,1610,1,2012-08-31 11:18:48,Fine,On Shelf
9781550373967,1611,3,1997-02-18 05:06:36,Fine,On Shelf
9780142437780,1612,3,2014-11-04 18:30:34,Fine,Checked Out
9780413752802,1613,2,1985-07-14 07:55:27,Poor,On Shelf
9780307350275,1614,3,1990-04-25 10:52:51,Good,Checked Out
9780380794782,1615,1,1995-09-13 06:20:07,Poor,On Holds Shelf
9780151443666,1616,5,1987-11-04 17:46:55,Good,On Shelf
9780091895815,1617,5,2006-04-11 07:34:24,Like New,On Shelf
9780736411035,1618,5,1994-02-22 02:30:49,Good,On Shelf
9780631186274,1619,3,2020-06-01 18:49:36,Like New,On Shelf
9780515134452,1620,3,1989-04-15 05:05:17,Fine,Checked Out
9780099486831,1621,5,1998-01-15 04:33:31,Fine,On Shelf
9780375408274,1622,3,2010-07-15 15:34:27,Poor,On Holds Shelf
9780140714753,1623,2,1987-06-09 01:52:51,Good,On Shelf
9780316346627,1624,2,2020-10-02 13:05:27,Fair,On Shelf
9781593691035,1625,4,1985-01-10 23:20:10,Good,On Shelf
9780156272506,1626,4,2015-06-27 18:07:21,Fair,On Shelf
9781880823194,1627,1,1997-08-27 21:56:40,Good,On Shelf
9780553233506,1628,2,2010-04-25 00:28:46,Poor,Checked Out
9780007157150,1629,5,1990-09-14 11:17:05,Fair,Checked Out
9780807615324,1630,4,1986-07-19 17:20:51,Poor,Checked Out
9780140620276,1631,1,1998-12-02 01:17:35,Fair,Checked Out
9780393322576,1632,3,2005-09-07 11:18:27,Fair,On Shelf
9780375835315,1633,5,2017-10-22 16:45:29,Fine,On Shelf
9780060959036,1634,5,1989-04-08 02:40:25,Poor,On Shelf
9781416500339,1635,3,2008-05-09 16:50:47,Like New,On Shelf
9780198321477,1636,1,1993-09-08 22:53:04,Like New,On Shelf
9781400075980,1637,1,2009-01-21 08:43:40,Fair,On Shelf
9781406942354,1638,1,2000-01-29 08:08:41,Poor,Checked Out
9780786816156,1639,5,1989-05-21 21:11:49,Good,On Shelf
9780517164358,1640,4,1987-04-09 19:05:16,Fine,On Holds Shelf
9780440228165,1641,3,2009-05-18 14:49:47,Poor,On Shelf
9780800638184,1642,5,1988-06-14 11:54:57,Like New,On Shelf
9780679643524,1643,4,1987-05-23 23:34:47,Fine,Checked Out
9781880685334,1644,1,2014-08-03 16:09:51,Poor,Checked Out
9780141439983,1645,4,1992-06-01 12:18:38,Poor,On Shelf
9780521009379,1646,2,1986-06-08 15:51:40,Fair,On Shelf
9781421506296,1647,4,1992-12-02 01:25:19,Poor,On Shelf
9780451530158,1648,1,2018-12-06 00:30:31,Fair,On Shelf
9780879757779,1649,1,2002-05-18 07:50:00,Fine,Checked Out
9781557130662,1650,2,2010-04-13 06:15:37,Poor,On Shelf
9780140286373,1651,1,1998-09-08 08:27:08,Fine,Checked Out
9780747251828,1652,2,1995-10-20 10:06:00,Poor,On Shelf
9780684800288,1653,3,1982-05-07 14:41:44,Fine,Checked Out
9780805080490,1654,3,1995-03-15 15:02:22,Fine,On Shelf
9780618640140,1655,4,1986-07-22 09:56:40,Like New,Checked Out
9781401209254,1656,4,2012-05-06 15:36:13,Like New,On Shelf
9780679866688,1657,5,2004-10-06 08:43:31,Fine,Checked Out
9781400052219,1658,5,1983-02-17 06:04:11,Good,On Shelf
9780340823378,1659,3,2015-10-14 19:07:47,Good,On Shelf
9780142437018,1660,1,1985-05-14 23:17:14,Poor,Checked Out
9780141441115,1661,4,1985-01-30 12:57:06,Like New,On Shelf
9780747267447,1662,1,1980-01-02 16:13:34,Poor,Checked Out
9780071485425,1663,3,1985-08-04 03:03:10,Good,On Shelf
9780571219766,1664,4,2000-12-27 05:49:44,Poor,On Shelf
9780345456311,1665,5,2019-11-08 21:40:02,Fine,Checked Out
9780385074575,1666,3,2007-07-19 17:33:52,Fair,On Shelf
9780534375973,1667,3,1986-02-03 18:53:15,Fine,On Shelf
9781932416237,1668,2,1993-05-24 11:08:07,Good,On Shelf
9780142402931,1669,3,1980-12-01 05:13:28,Fair,Checked Out
9780879756321,1670,2,2020-09-27 20:18:47,Like New,On Shelf
9780413575609,1671,2,1982-07-03 07:07:18,Fair,Processing
9781591821557,1672,2,2004-06-28 07:12:05,Fine,On Shelf
9780312940683,1673,3,1997-05-04 10:00:55,Like New,On Shelf
9780684867854,1674,5,1995-07-12 14:57:34,Good,Checked Out
9780590422444,1675,4,1988-10-08 02:57:40,Good,Checked Out
9780747518457,1676,1,2006-01-28 05:12:08,Like New,Checked Out
9780671662349,1677,1,2010-10-20 04:49:26,Poor,On Shelf
9780967967578,1678,1,1999-05-16 07:48:48,Poor,Checked Out
9780380974733,1679,1,2010-08-09 22:42:47,Good,On Holds Shelf
9780060520595,1680,2,2015-01-08 10:56:13,Good,On Shelf
9781419542206,1681,5,1985-07-09 11:11:05,Like New,Checked Out
9780821778067,1682,1,2015-02-09 13:37:28,Like New,Checked Out
9780521431088,1683,3,1995-03-23 22:06:23,Fair,On Shelf
9780446609401,1684,3,1994-10-18 18:55:07,Fair,On Shelf
9781930332355,1685,5,2018-12-22 17:04:16,Poor,On Shelf
9780826414748,1686,5,2015-06-05 13:53:13,Like New,On Shelf
9780552773126,1687,3,2019-01-15 22:28:57,Good,On Holds Shelf
9780679602712,1688,4,1987-11-19 09:25:30,Fine,On Shelf
9781597818704,1689,1,2002-11-16 14:00:22,Fair,Checked Out
9780380727506,1690,5,1981-10-28 22:19:02,Like New,Checked Out
9780842382892,1691,2,2012-01-24 08:00:31,Like New,On Holds Shelf
9780060730550,1692,4,2003-08-28 03:27:23,Like New,On Shelf
9780674991873,1693,1,2018-04-16 18:41:36,Fine,On Shelf
9780345461537,1694,3,1988-01-12 08:38:48,Good,On Shelf
9780525936138,1695,2,1981-07-31 15:55:49,Fair,On Shelf
9780300062908,1696,2,1984-12-22 17:46:04,Poor,Checked Out
9780064461962,1697,1,2006-01-25 14:38:34,Poor,On Shelf
9780441005666,1698,2,2017-12-19 04:22:37,Like New,On Shelf
9780060777050,1699,5,1981-01-08 09:17:58,Good,On Holds Shelf
9780380732029,1700,5,2012-08-31 19:07:32,Like New,Checked Out
9780606298230,1701,2,1997-02-02 15:24:49,Poor,Checked Out
9781881244066,1702,1,1990-07-18 07:54:18,Fine,On Shelf
9780060924980,1703,3,2007-01-27 02:22:59,Like New,Checked Out
9780816736911,1704,1,2014-12-03 04:40:36,Fair,On Shelf
9780452280687,1705,5,1997-04-01 16:21:14,Fair,On Shelf
9781590172285,1706,4,1982-04-07 18:10:30,Like New,Checked Out
9782723433921,1707,1,1980-11-14 02:55:13,Fair,Processing
9781595542328,1708,1,1992-10-11 20:17:56,Fair,Checked Out
9780764585975,1709,2,2011-04-29 13:42:59,Poor,Checked Out
9781840460872,1710,5,1982-03-09 03:07:48,Like New,Processing
9780373124183,1711,4,1989-10-08 09:44:29,Fine,On Shelf
9780764119729,1712,3,2007-06-10 02:47:34,Poor,On Shelf
9780553583298,1713,1,2014-12-21 07:00:56,Fair,Checked Out
9781591166177,1714,5,2018-03-31 13:34:25,Good,On Shelf
9780061196683,1715,4,1980-05-04 06:05:52,Poor,Checked Out
9780486217611,1716,5,2009-08-19 22:55:20,Fair,On Shelf
9780870448294,1717,3,2011-05-22 20:17:50,Good,On Holds Shelf
9781862073296,1718,5,1994-07-04 16:16:36,Like New,On Shelf
9780451530370,1719,2,1982-08-07 02:25:44,Poor,Checked Out
9780735617223,1720,4,2009-08-25 03:39:35,Poor,On Shelf
9780743253420,1721,1,1981-06-20 01:00:50,Like New,On Shelf
9780553804768,1722,3,2009-05-15 14:52:24,Fine,On Shelf
9780674035010,1723,2,1980-10-04 10:22:08,Poor,On Shelf
9780785260905,1724,4,1990-04-13 23:47:47,Good,On Shelf
9780465056743,1725,1,2019-08-25 13:26:51,Fair,On Shelf
9782010080876,1726,1,2020-06-14 16:04:43,Fine,Checked Out
9780060875077,1727,1,1996-02-02 04:22:55,Poor,Checked Out
9780786710652,1728,5,2004-11-29 03:30:47,Like New,Checked Out
9780674022874,1729,4,2013-02-26 16:23:24,Poor,On Shelf
9780521288842,1730,4,1991-06-16 20:35:19,Like New,Checked Out
9780140382976,1731,4,2017-02-11 16:38:13,Good,On Shelf
9781930332355,1732,4,2009-04-15 21:18:40,Good,Checked Out
9785170211579,1733,3,1996-03-14 15:52:55,Fine,On Shelf
9781569319628,1734,3,2008-11-01 04:34:04,Fine,Checked Out
9783548253817,1735,2,2017-01-27 01:55:32,Poor,On Shelf
9780395606490,1736,3,2015-04-14 09:31:27,Fair,Checked Out
9780689870163,1737,5,2020-07-02 05:46:01,Fine,Processing
645241001173,1738,4,1983-08-19 07:57:34,Good,On Shelf
9780812575606,1739,4,1999-04-11 16:36:07,Fair,Checked Out
9784091256447,1740,4,2001-09-17 06:25:59,Good,Checked Out
9780471409762,1741,5,2017-10-01 13:05:07,Poor,On Shelf
9780060184124,1742,4,1996-03-08 07:04:25,Like New,On Shelf
9780380759491,1743,3,2007-07-28 17:58:52,Like New,On Shelf
9781564782991,1744,3,2019-06-16 19:43:08,Like New,Checked Out
9780312971281,1745,5,2008-03-11 11:46:20,Fair,On Shelf
9780139567568,1746,5,2008-11-28 02:50:17,Like New,Checked Out
9780306809576,1747,1,1996-05-12 03:40:25,Poor,On Shelf
9781410103277,1748,1,2019-05-09 03:46:58,Fine,On Shelf
9781400033720,1749,1,2019-10-30 11:26:19,Good,Checked Out
9780553572490,1750,1,2003-04-16 11:46:07,Good,On Shelf
9781570031465,1751,3,2006-03-07 09:08:40,Like New,On Shelf
9780130352996,1752,4,2001-07-09 22:15:29,Poor,On Shelf
9780843121100,1753,1,1993-01-30 09:29:04,Good,On Shelf
9780674824263,1754,2,1996-03-13 15:24:34,Fair,On Shelf
9780312890186,1755,2,2006-09-14 05:10:43,Like New,Checked Out
9780446606387,1756,1,1987-08-10 06:59:08,Fair,Processing
9780007169979,1757,5,1988-06-18 01:20:23,Fair,On Shelf
9780534613037,1758,5,2016-01-21 22:43:18,Poor,On Shelf
9781592220823,1759,1,2013-12-06 16:20:57,Fine,On Shelf
9780312940027,1760,1,2003-07-23 10:52:48,Good,Checked Out
9780393058000,1761,1,1982-08-09 21:20:38,Like New,On Shelf
9780380707638,1762,1,1988-09-17 21:28:32,Good,On Shelf
9784757512306,1763,1,2008-05-16 16:52:58,Good,Checked Out
9781903015070,1764,2,2015-09-14 11:13:37,Fine,On Shelf
9780345487629,1765,2,1999-01-19 20:33:01,Like New,On Shelf
9780318634876,1766,2,2018-10-25 06:02:38,Good,Checked Out
9780802714626,1767,1,1983-03-03 00:27:04,Good,On Shelf
9781402714603,1768,1,1992-07-25 23:19:08,Fine,On Shelf
9780385074070,1769,2,2017-06-02 18:06:06,Fair,Checked Out
9780446673785,1770,1,2011-06-20 15:41:57,Good,Processing
9780446520591,1771,4,2005-04-18 21:07:58,Fair,On Shelf
9781420925227,1772,1,2010-06-11 10:18:17,Poor,On Shelf
9780446611084,1773,2,1983-01-08 07:47:23,Like New,On Shelf
9780739333648,1774,3,2000-12-15 05:18:38,Fair,On Holds Shelf
9781593109158,1775,5,2017-06-03 20:48:50,Fine,Checked Out
9780060793197,1776,4,1992-02-15 22:18:57,Good,Checked Out
9780590213110,1777,5,1996-06-11 15:27:55,Poor,On Shelf
9780793536696,1778,1,2008-12-13 11:23:39,Poor,On Shelf
9780804831901,1779,4,2014-08-26 12:00:46,Good,On Shelf
9781862074934,1780,5,1981-06-11 07:09:19,Fine,Checked Out
9780805077902,1781,5,1981-03-29 18:52:33,Fine,Checked Out
9780439426282,1782,5,2006-03-05 19:27:00,Like New,On Holds Shelf
9780521294300,1783,2,1988-01-16 06:24:11,Good,Processing
9780446600477,1784,1,1994-02-03 14:53:00,Fair,On Shelf
9780231054751,1785,4,1991-06-23 11:35:13,Good,On Shelf
9780060776534,1786,4,2013-01-30 14:51:06,Fine,On Shelf
9781421510668,1787,4,2002-09-30 05:16:46,Good,Checked Out
