PatronID,ISBN,LibraryID,DatePlaced
840,9780060724917,1,1986-01-05 03:33:33
150,9780312317119,4,1997-11-02 20:27:40
400,9780689865381,4,1998-09-09 21:58:40
185,9780061136900,3,1990-07-31 22:20:40
953,9781551666723,2,2020-06-08 03:18:02
599,9781573227162,2,2002-07-15 23:50:39
8,9780520071773,3,2018-05-04 06:54:43
505,9780060970611,2,2005-12-20 14:14:27
327,9780886777630,5,1981-05-12 03:20:03
251,9780758210180,5,2020-04-23 16:14:31
820,9781400095957,2,1998-07-05 04:25:44
205,9780434010530,4,1988-02-20 05:20:43
980,9780525948926,4,1994-12-09 02:25:23
30,9780758215048,5,2009-12-12 05:25:13
461,9780865473010,5,1990-12-14 18:20:39
508,9780195098310,1,2014-04-26 15:05:58
673,9780140442823,2,1995-12-10 19:47:00
707,9780786016068,1,1980-06-25 10:18:54
89,9780393318357,1,2009-06-25 06:47:00
383,9780618212903,4,1984-07-21 13:04:19
341,9780140157185,5,2010-07-07 02:47:44
491,9780739309056,4,2010-12-28 13:31:15
282,9780805060164,1,2006-08-09 03:47:53
963,9780224072656,4,1983-08-04 13:18:59
616,9780060598969,3,1991-07-24 16:34:57
858,9780810111141,3,1982-10-02 23:59:02
243,9780743251006,4,2010-07-06 12:36:59
761,9780933121188,5,2013-10-18 08:27:03
5,9780553803709,4,1997-03-07 06:40:53
859,9781842430347,2,2011-12-19 03:32:13
156,9781583225479,5,1986-09-27 00:54:04
577,9780887847448,3,1990-10-27 09:05:11
65,9781904919520,5,2004-10-13 10:49:04
338,9781410103277,3,1989-09-08 16:33:57
417,9780399528439,1,1988-11-27 17:44:42
831,9780743484183,1,1980-03-12 18:56:02
47,9780140439052,4,2007-04-30 13:52:58
134,9780064420815,5,2008-08-31 06:11:12
55,9780451207791,1,2002-12-15 02:30:45
350,9781564782991,4,2016-02-17 06:58:29
440,9781414243672,5,2000-06-05 23:34:30
350,9780812574746,2,1992-06-15 02:12:38
283,9780140431056,5,2006-03-28 14:49:38
814,9780691122946,4,1999-07-19 14:42:29
221,9780670059348,4,2011-04-13 10:30:04
400,9780349105307,5,1993-05-30 11:57:15
316,9780394755663,5,1999-06-24 09:18:21
72,9780553251791,2,1980-05-17 04:19:11
368,9781930051157,2,2007-03-24 01:05:08
287,9781569709078,3,2001-02-24 15:09:06
576,9781400082797,5,1995-11-29 13:48:05
175,9780751531244,2,1996-06-29 18:37:39
627,9780963625526,3,1995-03-18 02:25:47
644,9780714846378,1,2013-12-18 19:40:04
936,9780143039914,1,2008-08-20 14:25:36
353,9780060927547,4,1986-01-26 09:58:29
138,9780415285841,2,1999-04-17 20:18:24
160,9780553103748,1,1986-11-17 05:59:09
8,9780152025656,5,1982-03-23 21:27:58
237,9780452274044,1,1984-04-09 09:22:00
441,9782864240150,1,2000-09-11 12:12:05
363,9780140193350,3,1989-09-19 12:15:10
126,9782207254417,2,2015-01-26 00:23:23
617,9781597770767,1,2007-12-28 06:07:54
66,9780446579674,4,1992-09-20 05:22:17
870,9780345423870,4,1982-04-06 16:20:16
186,9780060758769,4,2002-03-11 23:05:15
807,9781421506531,5,2012-09-29 12:11:25
797,9780060004507,4,2006-07-17 21:47:39
466,9780449911419,2,2015-07-20 03:37:33
495,9781895176407,1,2009-11-27 13:18:41
748,9780712645621,1,2004-01-04 16:40:02
131,9780060586904,1,2001-03-22 06:20:05
83,9780805071061,4,2015-12-07 16:06:11
422,9780195189995,4,2003-04-18 10:29:13
63,9781581344493,2,2016-01-23 20:52:52
484,9780786809288,2,1982-01-06 04:17:28
314,9781584350101,2,1991-10-13 12:58:29
476,9780747411871,3,2007-10-14 01:18:24
443,9780060535117,3,2014-09-15 03:57:30
950,9780192834423,4,1981-02-01 06:20:22
357,9780679643364,3,1986-01-23 07:42:19
119,9780413772190,4,2007-07-18 16:20:54
930,9780007165162,1,2011-01-15 04:29:20
277,9781590529621,4,2003-06-11 17:16:58
992,9780393060119,3,1987-12-28 11:36:48
139,9780143039839,5,2002-02-20 05:59:57
286,9780099928409,2,2012-07-08 23:14:30
834,9780316367950,3,1987-07-20 19:18:59
326,9780743211482,4,1982-01-11 18:44:15
933,9780835608473,4,2015-03-20 14:58:49
199,9780521558723,1,1996-01-23 21:12:32
654,9780060754662,5,1985-01-29 22:14:00
450,9780826414533,3,1981-03-03 18:18:08
48,9788497935883,5,1985-09-06 07:54:15
446,9780700607426,4,2001-02-16 20:21:44
835,9781582406121,1,2010-04-11 23:33:57
297,9781400034680,1,2018-12-03 11:14:57
729,9780300119947,2,2012-09-07 02:16:09
775,9784770028013,3,1982-03-16 07:13:49
476,9781569709078,5,2004-03-18 15:08:28
832,9780345427052,4,1980-01-21 21:37:37
487,9780440424949,5,1990-05-04 16:21:30
154,9780373194865,2,2017-02-09 23:44:58
445,9780816638635,4,1991-06-24 23:39:21
629,9780312339012,4,2002-08-16 17:03:07
163,9780425099995,2,1989-08-14 09:40:05
127,9780143038825,1,2006-10-06 22:55:22
887,9780140298512,3,1980-02-10 15:27:41
953,9780132370455,4,2020-03-24 06:25:44
789,9780205358625,3,1990-09-15 23:47:40
515,9780786931934,1,2014-08-04 19:03:52
855,9780618070237,2,2005-03-06 04:55:03
888,9780590058964,5,1991-09-17 00:20:08
82,9780743281591,3,2004-02-11 15:23:46
784,9780813510996,2,2014-08-17 16:27:15
663,9780060557560,2,2000-11-02 15:00:23
380,9781931082082,5,1985-12-07 06:32:33
811,9780199120093,5,2010-02-11 07:09:18
961,9780345418005,4,2017-02-24 22:18:57
687,9781400034543,5,2001-04-11 07:31:11
375,9788535905328,2,1992-06-03 15:28:01
962,9780811201353,4,1991-11-03 06:16:17
999,9780373638161,3,2006-01-06 09:25:49
241,9780786015412,4,2016-02-17 21:00:20
530,9781573220828,1,2018-07-22 21:41:25
896,9781400054879,3,1996-12-03 13:21:36
659,9780393970128,1,1997-11-11 13:05:27
200,9780521805223,2,2007-05-12 13:54:32
337,9780141185477,1,1985-01-04 19:51:17
897,9780786179954,4,1998-01-13 00:49:14
654,9780618048236,4,1990-09-04 03:53:50
904,9780553492361,4,2008-01-31 16:29:09
315,9780764525681,1,1998-12-12 21:35:33
189,9780679776314,5,2011-01-06 19:30:11
818,9781599900674,2,1996-10-12 11:46:29
893,9780060815523,5,2000-05-08 02:24:34
316,9780374525743,1,2001-04-24 12:53:06
208,9781558749603,1,2000-06-28 13:21:34
670,9783426612781,2,2006-03-24 04:32:07
623,9780679742586,1,1983-02-19 21:47:37
85,9780486292427,2,1986-02-02 22:26:13
442,9780851703930,4,1988-09-08 23:41:46
221,9780553589498,2,1984-04-09 10:53:31
811,9781577314035,5,2006-08-03 05:28:21
971,9780226307787,5,2019-05-29 01:46:59
708,9780786016068,3,1995-09-12 12:15:49
732,9780060584085,1,1994-01-29 09:58:10
990,9780525364108,4,2018-12-02 03:23:06
692,9780316779234,3,2000-11-28 14:37:09
269,9789810549411,4,1991-05-25 06:40:37
243,9780786937790,1,1988-09-24 04:10:53
163,9780739326749,1,2012-03-05 02:32:05
207,9780192839992,5,1986-03-02 23:51:17
561,9781416509646,5,2013-05-11 10:54:34
460,9780765352392,3,2017-04-17 16:20:13
195,9780345475824,5,2009-10-18 14:24:14
179,9780553574630,3,2020-01-01 07:13:47
221,9780060930318,4,1989-03-26 15:16:42
186,9780426203650,1,1986-08-10 16:26:57
243,9781589971288,3,2018-06-15 04:24:01
291,9780321432872,3,1985-03-07 07:59:43
207,9782723442312,2,1990-08-13 22:42:53
252,9780375703478,1,1988-08-02 11:57:33
876,9782268031675,5,1999-12-06 02:01:37
393,9780152956028,4,1995-08-02 05:23:06
150,9780312422158,3,2005-08-03 10:17:41
557,9780060598891,3,2009-07-14 02:23:18
203,9780786886326,2,2013-10-06 10:23:20
327,9781421509242,2,2020-07-05 11:07:23
563,9780807066812,4,1980-11-23 02:50:23
957,9780446692472,3,1997-12-21 13:58:59
16,9780198752721,1,2017-10-14 17:11:26
554,9781593076191,2,2012-12-17 12:57:46
104,9780635034700,4,2001-03-23 04:53:29
669,9780132370455,4,1998-09-20 14:17:10
208,9781582343891,4,1988-12-21 15:09:34
441,9780872864283,2,1980-10-10 07:38:56
847,9782290328248,5,1983-03-28 18:19:56
872,9783492236553,3,1991-07-16 23:13:54
503,9780520215108,3,1980-03-11 14:40:59
466,9780820328072,3,1999-04-18 03:28:39
408,9780060957605,4,2017-01-27 14:19:48
73,9780886776619,3,2018-04-19 23:16:54
118,9780964326194,2,2000-07-03 09:18:46
810,9780099448471,5,2013-12-11 23:22:10
119,9780312317119,3,2002-06-25 02:42:39
214,9780312304461,4,1981-03-07 22:33:33
283,9780590442091,4,1999-05-31 21:52:15
283,9780425199831,3,1986-11-18 09:40:36
452,9781932416138,3,1984-02-19 04:09:53
700,9780060001537,3,2002-04-03 05:35:51
278,9780739474792,3,2018-01-16 17:32:47
753,9780446362665,5,2013-09-28 05:23:55
310,9780441094998,1,2007-05-31 11:29:14
557,9780140128468,2,1997-07-05 00:46:25
856,9780130422538,1,1990-01-17 14:23:06
52,9782070709045,4,2010-09-15 07:12:57
646,9780375706332,3,2013-09-19 12:19:42
836,9780300082401,4,2009-01-08 06:19:53
466,9780743222631,5,2014-04-04 23:30:49
868,9780439655484,5,2018-10-23 05:09:03
880,9780393978674,5,1989-07-24 20:06:31
837,9780226307817,4,2017-06-17 08:18:35
555,9780684873169,3,1993-02-12 05:08:35
660,9781904859208,4,2008-06-13 20:21:44
871,9780061136900,1,1984-03-24 08:06:06
161,9781417735983,2,1987-10-12 17:32:49
443,9780618346257,1,2009-04-28 18:55:45
195,9780586087992,3,2011-04-24 01:28:34
953,9780451206701,2,1992-01-23 18:51:04
424,9780415926300,4,1984-07-18 06:22:45
312,9780425186701,2,1998-11-06 07:06:43
289,9781599900056,2,2019-03-11 12:25:53
354,9780744002539,2,2011-07-24 17:13:25
186,9780380813865,5,1993-07-06 23:21:42
864,9780800871864,1,1993-02-09 17:52:58
746,9780977795306,5,1985-07-31 23:40:42
314,9780802143075,5,2013-12-24 08:42:44
448,9780330250696,5,1985-11-30 13:24:37
946,9789861156538,2,2000-03-12 08:09:05
756,9780316907927,3,2005-01-15 05:50:35
888,9780465081981,5,2008-10-23 13:36:39
280,9780140143454,5,2018-05-05 13:01:20
924,9780812971347,5,2020-08-29 07:18:14
882,9780739333778,5,2006-02-04 17:42:12
745,9780553588194,4,2002-02-12 03:56:55
970,9781594860164,3,2011-01-26 07:47:47
620,9780521750844,5,1991-06-09 00:49:26
138,9780345418951,4,2018-05-06 06:55:02
560,9781564782991,5,1983-01-30 10:50:11
452,9780312362966,4,2006-06-28 12:40:34
684,9780446600705,3,1988-08-03 19:12:50
444,9780140444551,2,2003-05-05 20:30:00
972,9780679643357,5,1991-01-24 20:40:38
435,9780786712342,3,2009-11-24 17:42:50
187,9780452281455,3,2017-11-25 02:56:01
273,9780375727276,2,1981-01-25 02:54:00
622,9780595272099,3,2001-06-30 05:26:35
622,9781594481925,5,1983-07-03 16:13:28
280,9780316367950,3,2006-11-21 11:11:46
315,9781405122498,4,1999-03-24 15:10:19
990,9780575402911,4,1980-07-21 22:56:47
310,9780839731948,1,1991-05-10 15:04:28
322,9780760329634,2,2000-05-04 16:15:34
748,9780312357771,4,2016-07-10 15:35:14
286,9781841811109,5,2009-10-05 04:09:15
967,9781879373563,1,2004-11-09 10:52:48
678,9780553383683,5,2002-12-29 05:06:32
956,9781851682348,1,1998-09-27 07:46:50
231,9780446352642,1,1996-06-09 14:38:09
145,760789719271,5,2005-06-19 08:19:06
254,9780679740582,1,1989-02-07 20:06:12
806,9780226677187,1,2002-02-06 22:31:32
265,9780816634392,1,2007-08-12 15:58:08
795,9780425169698,1,2020-08-14 18:39:39
845,9780679767473,1,2000-10-15 22:19:12
966,9780786938216,3,1983-10-14 05:03:42
673,9780805063394,3,1980-04-12 04:26:16
198,9780151010264,3,1993-04-10 21:32:33
12,9782268031675,1,2002-07-22 21:24:10
271,9780517146545,1,2008-02-21 16:08:44
883,9780688094553,5,2011-06-13 21:37:04
578,9780743266864,2,1990-09-14 14:59:18
805,9780060777333,2,2007-09-20 09:13:58
346,9780393098211,2,1980-05-25 23:04:25
395,9780898704525,1,1993-07-21 23:43:52
408,9780393050578,2,2006-10-31 02:27:02
462,9780803494664,1,2006-08-21 03:12:09
358,9780553574630,2,2015-05-01 23:18:03
26,9780140317206,4,2005-01-20 05:04:18
355,9781594970009,1,1990-08-13 17:29:34
580,9780451516756,4,2005-09-15 13:39:25
614,9781551668659,2,2009-04-04 18:34:19
343,9780312422738,2,1987-12-11 12:19:05
621,9782742735402,1,1986-10-30 16:23:26
458,9781400075799,2,2003-01-11 09:20:49
817,9780142404201,5,1996-03-06 03:43:09
182,9780812966008,3,2019-10-01 10:23:49
844,9780143039846,5,1986-04-21 10:11:29
242,9780446695695,2,2017-08-23 09:24:16
656,9780385607018,2,2015-09-28 11:38:24
785,9780195307139,3,1992-01-26 10:10:13
881,9780451217608,3,2011-04-20 10:55:17
656,9780765315083,2,1985-07-06 22:33:27
724,9780375422959,2,1994-12-18 21:43:46
39,9780141439983,2,2002-08-15 09:26:55
21,9788466312806,3,1985-01-14 23:51:25
198,9780451401960,3,2007-03-10 06:28:51
4,9780140443332,1,1988-11-27 11:56:47
955,9780060726461,4,2015-01-12 13:27:58
833,9780743564366,1,1991-07-30 02:26:36
453,9781416500391,1,2011-03-17 00:07:12
241,9780375724954,5,1997-07-01 05:17:06
564,9780764225215,3,2011-06-24 00:15:33
399,9780750934220,2,2009-01-23 22:04:57
964,9780767915304,5,2015-12-20 12:26:10
22,9780140564303,2,1996-06-25 11:05:45
318,9781561643424,5,2017-03-29 10:30:07
250,9780007149827,3,2015-10-14 04:00:56
25,9780679761068,4,1986-03-25 18:06:59
56,9780006646006,3,2013-08-24 13:15:55
284,9780156030489,5,2010-06-14 17:45:36
61,9780425021873,2,2015-09-25 17:06:11
90,9780373638529,5,1986-07-19 05:05:02
61,9780553580839,1,2004-03-12 20:20:44
906,9780140445220,5,1981-06-25 16:39:00
302,9780875168166,5,1994-05-07 20:58:38
800,9780062508867,2,1992-02-21 20:02:10
715,9780689847431,3,1980-12-30 00:24:46
691,9780060880125,2,2001-08-23 05:24:08
266,9780060511111,5,2002-04-30 10:46:19
535,9780141185606,1,1982-08-22 05:05:03
686,9780020518600,5,1980-12-31 09:11:23
788,9780312278465,3,2006-10-31 15:20:49
196,9780449231807,4,1986-01-24 14:45:25
61,9780374422080,3,1999-05-14 03:05:18
426,9780312243357,4,2010-10-28 18:12:53
79,9780671027124,3,1982-02-11 10:15:41
239,9780765343260,3,2013-11-11 02:31:11
967,9781588990853,2,2005-05-14 14:04:20
394,9780061161537,1,2004-04-05 06:24:58
425,9780307237903,1,1995-12-01 20:43:42
825,9780393310160,5,2001-12-17 13:23:09
93,9782070536283,1,1982-02-03 17:26:58
510,9780743223850,2,1991-09-17 00:03:01
77,9781569473337,5,1999-12-29 10:22:14
258,9780446579629,1,1993-12-13 08:02:42
688,9781568958125,4,2003-04-05 18:42:08
187,9780140364750,5,2008-01-19 06:48:39
780,9780758213501,2,2004-05-25 01:27:15
182,9781890208288,2,2004-12-19 12:56:17
566,9780739322208,5,1997-01-24 09:53:06
967,9780613674836,3,1984-10-31 07:46:17
277,9780316166348,2,2003-11-22 13:00:52
213,9780425058732,4,1980-03-31 21:03:04
824,9780822549208,3,2006-06-11 17:11:47
786,9780307209610,1,2017-07-12 14:48:53
318,9780747518457,2,2000-04-16 11:30:17
976,9781590170380,5,2017-06-25 18:37:54
893,9781400002214,4,1998-10-07 16:24:10
517,9780836217698,2,2013-11-06 19:28:57
344,9780446617673,5,2006-09-02 16:43:00
2,9780743477369,3,2010-08-21 04:48:24
554,9789575881047,5,2000-08-18 12:50:39
278,9780140443943,1,2006-10-10 13:09:02
119,9780375724428,3,1996-07-03 06:30:12
397,9780140275650,2,1996-06-19 08:42:42
387,9780465016914,4,2006-01-25 13:11:23
474,9780060518516,5,2013-04-06 09:49:07
772,9780385732956,4,2000-06-18 02:30:24
511,9780330419581,2,2012-04-11 20:36:32
71,9780307350510,1,2003-12-17 07:14:35
382,9780756623432,5,2009-07-20 15:59:52
918,9780609602195,5,2009-04-08 08:28:56
132,9784757507913,5,2000-05-23 16:39:28
468,9780441294671,1,2009-07-09 07:24:21
474,9780879697129,4,1984-02-14 06:04:23
663,9780451216588,3,2018-05-13 10:46:54
983,9780300044881,3,2003-02-03 21:24:02
977,9780465081981,2,1987-04-09 15:56:24
183,9780060885397,4,1997-12-15 02:40:52
870,9780812695311,1,2017-02-19 21:02:45
47,9780879387556,3,1986-08-28 19:00:11
777,9780739322208,4,2019-03-06 23:36:41
629,9781557283306,4,2000-02-21 00:32:05
80,9781553100669,5,1997-05-27 03:38:22
261,9780691019406,1,1994-02-28 13:56:10
908,9780312971281,4,2002-05-16 01:35:51
63,9781930051157,4,1989-11-06 03:01:41
260,9780345362537,5,1994-11-19 05:35:49
968,9780446615860,5,2015-09-03 07:49:59
206,9780142302095,3,1995-10-04 09:38:07
557,9781414305776,4,2012-11-08 12:31:20
937,9780385481960,2,2000-09-24 07:19:54
766,9780440237846,1,1993-07-28 03:26:45
79,9780393325539,4,1980-09-01 11:38:59
556,9780743233590,4,1981-03-11 21:08:34
661,9780099478447,4,1998-10-27 13:36:13
400,9781933718002,5,2010-11-14 17:23:53
1,9780061351396,5,1984-10-14 08:58:46
858,9780132197380,4,2018-02-24 05:42:15
60,9781881475712,3,1991-06-01 16:04:47
555,9780940895485,4,1999-10-20 06:32:42
276,9780486292724,1,1998-01-03 06:58:26
912,9780743411479,3,2018-04-03 10:57:19
142,9780156260381,4,2003-05-24 09:20:32
437,9780140231571,5,2009-09-27 14:35:56
26,9780425203576,2,1986-04-27 00:01:05
995,9780571145454,3,2006-12-25 22:12:27
406,9781563893308,5,2016-03-10 18:15:28
670,9780571172955,4,2011-12-22 09:31:32
984,9780691019628,4,2014-07-07 07:41:45
595,9780373771257,1,1992-02-03 05:52:25
967,9781417618255,2,1990-04-24 04:52:23
44,9780316013260,2,2001-05-03 12:08:56
511,9780800792985,1,1999-04-05 20:54:57
539,9780586087992,2,1989-09-30 18:47:36
208,9780143039020,2,1992-04-16 12:52:21
984,9780156444453,4,1982-09-29 23:14:03
652,9780393326901,4,2015-08-13 19:02:57
195,9780061020704,3,2015-02-14 11:59:50
408,9780192819338,2,1996-01-03 20:53:03
682,9780395515976,1,2005-11-02 05:11:37
466,9780142002025,5,2008-03-31 18:02:22
546,9780060732295,4,1993-02-18 20:20:55
517,9781569312063,4,1980-12-02 11:18:38
495,9780140261547,1,2020-04-21 20:09:21
552,9781585424337,4,2020-07-30 05:45:16
19,9780802415318,1,1982-03-08 08:31:27
868,9781572705494,2,1992-08-11 12:59:23
925,9780399239984,5,2004-07-21 09:42:55
997,9780307237903,3,2014-04-05 00:29:39
123,9789879397503,3,2010-08-09 22:11:22
308,9781560258506,2,2020-06-14 09:03:41
407,9781859847862,5,2017-07-14 20:17:10
40,9780811216548,4,1987-08-04 01:01:54
297,9780553494808,3,2014-12-25 21:51:54
444,9780060248123,5,1985-03-26 01:03:28
370,9780446679084,2,1994-02-02 23:36:21
676,9780385339728,5,2018-01-23 06:55:05
284,9780156032971,2,1986-10-29 07:57:30
187,9780786941643,1,1982-09-22 03:43:54
897,9780679755623,5,2018-05-13 11:58:07
138,9780375713934,4,2019-09-19 06:13:17
986,9780571197514,3,2019-08-23 21:15:48
330,9780691019055,2,1982-10-15 10:11:20
675,9781931082204,4,2006-10-31 22:44:23
734,9780446607254,5,2019-05-18 01:27:16
91,710430023622,4,2011-06-10 19:35:30
447,9780345428837,1,1989-02-07 15:38:28
226,9781932416480,5,1996-05-30 06:38:22
501,9780140441376,1,2013-01-11 05:51:17
958,9780814749760,2,1981-11-23 16:00:02
120,9780883657270,1,1992-04-08 23:34:47
449,9780743290340,3,1999-10-23 20:08:12
239,9780156551441,5,2020-01-09 13:09:28
544,9780674008205,5,2008-04-18 21:10:27
466,9780860688662,3,1982-11-16 19:00:05
945,9780590956185,5,1994-07-24 23:30:16
352,9780373870288,5,1982-03-08 22:52:24
793,9781400096190,4,2004-08-08 17:05:40
344,9781591162063,1,2012-11-14 09:48:28
87,9781883011956,1,1982-11-09 08:04:16
360,9780743449311,1,1996-05-30 10:01:28
546,9780747573623,3,1984-04-07 11:35:58
84,9780140436334,3,2015-01-29 02:22:15
801,9780062700254,2,2007-06-07 21:49:51
259,9780553569971,5,2009-03-15 16:45:38
919,9780849918728,3,1986-11-20 13:50:58
435,9781585673926,5,2000-05-19 01:40:22
98,9781570614590,1,2015-06-05 06:11:28
981,9780805080506,5,1989-06-28 18:33:08
671,9780679754862,3,1988-07-01 12:06:28
683,9781400096893,2,1986-06-01 04:48:02
132,9781932664393,1,1984-12-17 22:41:53
477,9781402713187,3,2013-02-15 02:26:19
9,9780446576987,1,2004-06-23 16:55:06
448,9780062511409,3,1985-11-03 16:57:59
25,9780099428169,5,1995-01-30 02:05:11
874,9780671737696,5,2008-02-18 07:58:38
177,9780375827488,2,2014-09-25 22:54:43
159,9781400079858,5,1991-08-23 18:34:48
793,9781557832450,5,2015-12-05 22:02:45
318,9780821221860,5,1990-12-05 07:19:28
456,9780091895815,1,2020-06-11 13:19:56
135,9781591821557,1,2012-09-01 18:53:06
624,9780563388692,5,1986-07-16 12:43:31
986,9783442358953,5,1989-02-04 17:03:30
112,9780452285217,5,2007-01-12 13:47:52
455,9781421504605,2,1986-06-14 10:02:22
452,9780749932558,4,2017-12-30 08:30:18
644,9780024181909,2,2002-06-13 20:50:37
943,9780440508823,4,2018-05-25 10:23:44
987,9781575420776,4,2005-01-12 15:25:55
200,9780142002155,3,2020-04-21 14:02:44
429,9780806128948,1,2019-11-06 04:00:35
410,9780674002050,2,1982-05-05 06:45:47
440,9780691054957,2,1998-10-13 15:51:49
186,9781591822202,5,1994-11-24 13:25:20
811,9780886774677,5,2005-10-14 20:43:55
798,9780739341414,2,1983-12-03 11:47:26
151,9780199205646,4,2007-08-18 21:12:49
68,9782226114976,3,1981-05-19 10:27:56
759,9781559210911,5,2018-06-18 13:18:44
393,9780142004234,2,1989-11-13 11:23:05
255,9780698115675,5,2010-03-16 20:04:05
184,9781416500186,5,1980-07-26 10:05:46
364,9780819121417,1,1993-03-19 19:33:26
75,9780099460954,5,1995-07-18 13:24:42
386,9780375761355,1,1981-05-26 08:01:40
872,9780451205360,2,1983-08-25 15:32:37
154,9780060724290,5,2000-10-29 19:23:57
387,9781400041268,4,1991-10-15 19:51:44
465,9780156001250,2,2015-10-17 17:16:19
673,9781578068890,5,1999-05-21 00:09:07
806,9781400031528,2,1991-08-08 17:39:46
252,9780446611930,3,2013-12-21 23:15:48
800,9780253201621,5,1989-01-15 02:30:27
459,9780553346114,5,1980-08-23 17:01:13
529,9780670038169,1,2012-09-14 08:28:00
62,9780318634876,1,2017-11-01 07:32:11
678,9780765345516,5,1999-07-18 21:37:04
249,9780743564410,5,2014-11-09 02:36:09
562,9780446616812,2,1987-11-27 07:54:55
456,9781584793823,5,2015-03-26 03:36:52
81,9780099448471,4,1983-03-15 15:04:42
408,9780671737764,3,1993-09-05 09:44:50
635,9780375833649,5,1983-07-18 01:40:59
969,9780425132647,2,2007-09-30 11:34:24
465,9780671004545,2,2004-11-09 18:51:05
42,9780226142692,2,2012-07-22 22:07:59
232,9780099474425,1,1982-06-25 17:54:14
715,9781842122914,3,2016-09-08 05:00:40
615,9781594771224,1,2009-05-31 14:38:27
919,9781841157481,1,1984-04-12 23:15:20
898,9780394800837,2,1980-12-31 06:25:47
969,9780870610639,5,1985-01-25 02:13:57
340,9781854598318,4,1980-08-01 16:00:22
560,9780195119206,2,1996-04-07 22:19:12
730,9780940322714,2,2003-05-08 17:28:39
881,9782010189142,1,2020-05-17 09:23:06
843,9780767912273,4,2007-08-12 22:11:43
692,9780394720241,4,2004-01-09 04:43:48
350,9780292707184,5,2012-04-05 09:13:14
644,9780132382458,4,1995-04-09 19:46:29
520,9780786817788,1,2005-11-10 01:12:19
882,9780393978674,1,2019-12-04 06:42:12
11,9780886775148,2,1992-08-14 06:23:58
543,9780739844328,4,1988-10-27 22:36:44
13,9780805081244,4,1988-08-12 05:27:39
921,9788497930970,2,2014-06-04 12:22:30
614,9781421510668,5,1990-11-26 19:52:18
422,9780789313508,5,1998-02-27 17:31:44
6,9780375803482,4,1982-06-30 16:37:00
555,710430023639,5,1986-09-04 04:05:51
633,9780618056804,5,1985-09-27 15:49:08
276,9780451410542,5,1986-10-21 17:08:51
957,9780805078916,2,1985-12-24 18:38:05
881,9780756403188,5,2008-10-06 07:42:37
16,9780764553028,1,2016-04-28 03:49:16
888,9780451215772,2,1990-06-27 15:10:45
758,9780345410054,4,2004-12-05 03:12:41
740,9780142003800,3,2012-11-19 09:35:16
91,9780393316025,5,1981-03-04 21:21:43
898,9780020360759,1,1982-06-19 03:14:49
608,9780674995338,3,1981-07-29 09:44:13
737,9781551112237,2,2012-11-30 21:21:23
798,9781421808321,3,1983-01-19 20:18:52
621,9780701176150,1,1988-03-29 18:35:08
519,9781873448038,1,1984-08-04 14:55:50
644,9780306804830,3,2016-03-02 02:53:49
303,9780142002889,4,2006-01-12 10:30:59
517,9780449908402,5,2018-10-13 00:36:32
218,9780140448948,5,1981-07-24 19:51:32
154,9780689863127,1,1991-02-28 11:17:41
16,9780812696011,1,2020-04-11 20:34:12
926,9780762412631,5,2004-01-16 01:16:44
204,9780743202411,1,2017-06-05 22:23:35
604,9781596440784,3,2013-03-13 10:38:24
247,9780441013678,4,1989-07-12 04:58:35
13,9789587043648,1,1985-03-16 21:23:37
195,9780786714001,4,1998-11-20 14:26:18
276,9780140317206,1,1994-02-07 04:00:06
677,9780099428381,1,2005-05-11 02:04:41
746,9780312194406,2,2017-11-04 18:09:01
85,9782070377824,4,2010-07-24 16:08:23
467,9780747268475,5,2003-01-25 10:56:50
182,9780393979169,2,1988-06-24 11:47:51
293,9780394862545,5,2010-12-28 17:00:22
165,9780946487509,2,2003-03-08 19:42:48
576,9780140440287,3,2011-07-06 04:09:49
410,9780618391028,1,2017-08-12 08:26:55
260,9780061284380,5,1999-06-23 01:32:10
940,9780440400349,4,2019-07-11 03:48:00
82,9780486404882,2,2018-01-12 19:50:50
707,9780425191194,4,2008-08-25 12:59:33
319,9780441909117,5,2018-08-01 00:13:44
374,9781572705470,5,2017-04-27 17:37:52
679,9780316010702,2,1998-11-09 01:09:48
795,9780449911891,5,2001-05-16 08:09:10
199,9780140564303,3,2004-12-15 21:59:40
238,9780140444421,3,1980-05-17 10:33:00
558,9780800809638,2,2008-03-18 10:16:34
678,9780451527370,4,2017-11-26 10:25:30
720,9780141439631,5,1995-03-15 11:12:50
723,9781566631273,2,2010-11-20 05:58:08
617,9780007158522,3,2007-01-23 00:43:11
190,9780812550283,4,2006-10-21 21:21:08
674,9781850522317,5,1980-04-28 03:15:00
682,9780553381535,3,2013-02-15 09:57:50
534,9780375727375,4,2019-08-24 03:51:52
188,9781400034772,1,1988-04-23 15:21:00
602,9780812216714,3,2002-02-19 14:36:22
865,9781931082631,3,2010-01-26 07:14:38
866,9788408065876,2,1994-11-08 09:01:21
699,9780345472427,3,1993-07-22 08:48:53
408,9780743260169,4,2014-04-28 18:28:41
984,9780142004203,1,1980-04-23 05:07:43
225,9780060933524,3,2019-07-24 22:49:53
975,9780898709193,2,2009-05-07 16:28:39
95,9780198752127,2,1987-02-20 18:03:29
863,9781582431055,3,2006-07-04 23:58:45
127,9780440416883,4,1996-06-20 01:43:43
771,9780385602730,1,2001-08-17 00:32:22
275,9780345375216,2,1988-09-11 12:52:36
509,9780141182353,3,2004-01-22 15:46:32
