ISBN,CopyNumber,PatronID,CheckoutDate,DueDate,TimesRenewed,OverdueFee
9780738544922,2683,423,2012-10-10 07:18:39,2012-10-24 07:18:39,0,0
9780671874759,2059,383,2011-02-11 07:17:54,2011-03-11 07:17:54,1,1.5
9780425099339,2895,958,2016-08-08 16:03:58,2016-09-19 16:03:58,2,13.5
9780812534863,3674,209,2019-07-14 14:26:12,2019-08-11 14:26:12,1,0
9781400080663,1031,339,2011-12-25 21:58:07,2012-01-08 21:58:07,0,0
9780385662239,2191,666,2018-08-21 06:23:38,2018-09-04 06:23:38,0,14.0
9780380815937,310,871,2010-01-12 00:32:32,2010-01-26 00:32:32,0,0
9780060727536,2303,572,2012-11-06 14:58:45,2012-11-20 14:58:45,0,0
9781593075422,295,370,2015-04-25 10:30:37,2015-06-06 10:30:37,2,13.0
9780811850995,3462,998,2017-01-15 09:16:46,2017-02-12 09:16:46,1,0
9780141004921,883,983,2017-07-19 01:39:27,2017-08-02 01:39:27,0,0
9780812234565,843,873,2013-01-31 23:47:39,2013-02-14 23:47:39,0,0
9780862786021,4461,434,2015-11-09 16:18:39,2015-11-23 16:18:39,0,11.5
9781889307152,4472,96,2011-08-18 08:35:42,2011-09-15 08:35:42,1,11.5
9788478889730,3789,553,2017-05-02 14:04:03,2017-05-16 14:04:03,0,0
9780691020266,422,451,2015-08-15 11:08:40,2015-09-26 11:08:40,2,0
9780006514855,3448,970,2014-08-01 20:15:27,2014-08-15 20:15:27,0,0
9781421506302,2560,95,2015-08-29 20:21:02,2015-09-12 20:21:02,0,0
9780743290340,3747,822,2014-11-05 04:08:44,2014-11-19 04:08:44,0,11.0
9780679733768,2714,568,2013-08-23 14:22:07,2013-09-06 14:22:07,0,0
9780674995642,1854,977,2016-03-05 20:24:37,2016-03-19 20:24:37,0,14.5
9781859847862,3694,325,2010-02-03 14:01:03,2010-03-03 14:01:03,1,0
9780141185262,2267,543,2011-11-05 04:44:13,2011-11-19 04:44:13,0,0
9780805063899,2970,500,2019-01-06 19:32:32,2019-01-20 19:32:32,0,0
9780312321185,1728,388,2016-08-07 10:16:41,2016-08-21 10:16:41,0,0
9780446500029,3883,114,2016-06-27 21:20:16,2016-07-11 21:20:16,0,3.0
9780465051366,2701,28,2018-09-01 10:51:38,2018-09-15 10:51:38,0,0
9780060546571,171,101,2016-04-11 13:42:34,2016-04-25 13:42:34,0,0
9780060927547,831,520,2010-06-13 08:25:58,2010-07-25 08:25:58,2,0
9780778801467,1324,182,2016-09-30 17:43:36,2016-10-28 17:43:36,1,0
9784091255877,4023,331,2013-07-29 19:19:20,2013-08-12 19:19:20,0,0
9780826406736,4692,131,2020-05-01 08:31:20,2020-06-12 08:31:20,2,0.5
9780060838720,3488,967,2018-03-06 01:51:32,2018-04-03 01:51:32,1,0
9780140620276,4100,398,2017-12-23 12:31:31,2018-01-06 12:31:31,0,0
9780747257363,310,648,2020-03-20 21:12:03,2020-05-01 21:12:03,2,0
9780553572667,523,186,2017-12-14 21:22:15,2018-01-11 21:22:15,1,0
9780553233704,826,688,2012-07-07 13:54:02,2012-08-04 13:54:02,1,0
9781565841000,3309,763,2017-04-28 14:22:24,2017-05-12 14:22:24,0,0
9780060920081,441,937,2019-12-21 18:50:42,2020-01-04 18:50:42,0,0
9780060090388,3737,65,2012-12-26 06:57:04,2013-01-09 06:57:04,0,12.5
9780785118954,2822,944,2010-04-08 05:21:23,2010-05-06 05:21:23,1,0
9780786940752,601,594,2017-05-08 18:54:50,2017-05-22 18:54:50,0,8.5
9780064420808,2691,696,2012-11-24 18:13:58,2012-12-08 18:13:58,0,13.5
9780843951424,1395,183,2019-03-19 00:21:58,2019-04-02 00:21:58,0,0
9781573441087,184,254,2011-04-03 01:33:23,2011-04-17 01:33:23,0,0
9781568821177,2797,357,2015-02-02 11:19:05,2015-02-16 11:19:05,0,0
9780806521688,1000,991,2016-05-08 09:35:36,2016-05-22 09:35:36,0,9.0
9780486420493,4561,742,2015-12-16 23:47:17,2016-01-13 23:47:17,1,0
9780590444255,1770,461,2018-11-09 11:08:45,2018-11-23 11:08:45,0,0
9780786941223,447,422,2017-07-09 23:04:16,2017-07-23 23:04:16,0,0
9780765341280,910,684,2020-01-07 18:18:33,2020-01-21 18:18:33,0,0
9780517226957,2772,929,2013-06-30 12:03:26,2013-07-14 12:03:26,0,0
9780312352363,1459,260,2015-03-06 17:55:04,2015-04-03 17:55:04,1,0
9780316013260,2599,388,2017-07-10 13:22:08,2017-08-07 13:22:08,1,12.5
9781569714881,4915,668,2012-10-20 13:10:56,2012-11-03 13:10:56,0,0
9780743406567,713,255,2010-05-15 03:27:34,2010-05-29 03:27:34,0,12.5
9780446658089,2722,90,2017-10-06 16:57:29,2017-11-17 16:57:29,2,0
9780465015221,2613,653,2017-08-29 09:50:54,2017-09-26 09:50:54,1,0
9781419163869,1981,250,2019-06-22 03:26:46,2019-07-20 03:26:46,1,0
9781584350101,4147,304,2015-04-06 18:39:45,2015-05-18 18:39:45,2,0
9780192836380,3147,575,2018-08-27 15:19:21,2018-09-24 15:19:21,1,0
9781879373563,2679,548,2015-06-24 01:44:02,2015-08-05 01:44:02,2,0
9780735200302,4345,819,2019-02-10 05:13:05,2019-02-24 05:13:05,0,0
9780521805223,4182,561,2014-02-22 05:19:43,2014-03-08 05:19:43,0,10.5
9780449004135,1299,468,2017-07-18 01:34:38,2017-08-29 01:34:38,2,12.0
9780679413356,2168,86,2020-02-12 06:02:13,2020-02-26 06:02:13,0,7.5
9780062516596,2262,909,2014-01-14 16:50:29,2014-01-28 16:50:29,0,0
9780452283206,4456,787,2010-11-28 15:54:48,2010-12-26 15:54:48,1,0
9780517064870,518,951,2014-06-02 15:25:40,2014-06-16 15:25:40,0,14.5
9780811212472,1051,771,2019-11-12 03:02:28,2019-11-26 03:02:28,0,4.0
9780140275360,2596,689,2020-11-20 09:14:36,2020-12-04 09:14:36,0,0
9780743203586,3684,10,2019-01-18 12:15:11,2019-02-01 12:15:11,0,0
9781598160154,3077,572,2014-03-04 16:43:58,2014-04-01 16:43:58,1,4.5
9780441008766,808,165,2011-10-21 14:53:14,2011-11-04 14:53:14,0,0
9780316907927,3413,129,2011-11-02 17:37:52,2011-11-16 17:37:52,0,0
9780744006452,2427,32,2015-06-01 17:55:49,2015-06-15 17:55:49,0,0
9781400032952,4282,325,2020-02-23 17:21:36,2020-03-08 17:21:36,0,14.0
9781419954481,4115,658,2016-07-01 20:39:35,2016-08-12 20:39:35,2,0
9780375813757,119,537,2010-02-23 01:53:05,2010-03-23 01:53:05,1,8.5
9780743210768,1191,373,2014-05-10 18:20:50,2014-05-24 18:20:50,0,0
9780316182744,667,171,2017-11-07 03:53:30,2017-11-21 03:53:30,0,0
9780192834911,4898,988,2014-11-17 13:05:48,2014-12-01 13:05:48,0,12.0
9780140446425,3418,470,2012-07-20 18:45:31,2012-08-03 18:45:31,0,0
9780373285389,3137,426,2010-02-23 03:46:05,2010-03-09 03:46:05,0,10.5
9780312939502,660,758,2012-04-12 08:42:35,2012-05-10 08:42:35,1,4.5
9780312352363,845,50,2010-03-28 03:45:52,2010-04-25 03:45:52,1,0
9781400095308,4806,954,2020-03-31 22:04:36,2020-04-14 22:04:36,0,3.0
9781400078677,403,481,2016-10-05 02:30:08,2016-11-02 02:30:08,1,0
9780441140015,4031,159,2017-07-30 17:35:28,2017-09-10 17:35:28,2,0
9780802417589,1770,908,2016-03-06 16:17:07,2016-04-03 16:17:07,1,7.5
9781416509370,2163,922,2019-11-29 03:25:25,2019-12-13 03:25:25,0,0
9780375760389,2258,293,2014-01-25 20:14:46,2014-03-08 20:14:46,2,0
9780385418133,1368,483,2011-09-24 15:59:13,2011-10-08 15:59:13,0,4.5
9780385323284,3733,433,2018-09-25 08:46:47,2018-10-09 08:46:47,0,0
9780385334143,1341,961,2019-08-20 14:41:36,2019-09-03 14:41:36,0,0
9780192836021,1568,406,2012-12-30 00:21:44,2013-01-27 00:21:44,1,0
9781582433226,3267,218,2017-07-30 09:36:41,2017-08-13 09:36:41,0,2.5
9780689848827,4229,135,2011-05-11 09:45:20,2011-06-08 09:45:20,1,12.5
9782742741465,68,513,2010-01-05 15:32:47,2010-01-19 15:32:47,0,3.0
9780879239480,4591,94,2016-04-30 01:09:41,2016-05-14 01:09:41,0,5.0
9780553815023,4217,652,2011-02-19 12:42:34,2011-03-05 12:42:34,0,0
9781415916292,1875,238,2020-11-06 05:27:12,2020-11-20 05:27:12,0,0
9781421501567,3741,561,2013-11-07 01:27:52,2013-11-21 01:27:52,0,0
9780812234565,4889,781,2010-12-11 17:28:25,2010-12-25 17:28:25,0,0
9782266108270,2055,474,2014-10-11 08:01:31,2014-11-08 08:01:31,1,0
9780312423674,339,535,2012-12-31 23:57:33,2013-01-14 23:57:33,0,0
9781421508504,2758,447,2020-06-11 22:30:07,2020-07-09 22:30:07,1,10.0
9780385732956,822,879,2019-11-17 15:32:52,2019-12-01 15:32:52,0,0
9780439551892,3159,102,2018-10-12 21:05:40,2018-10-26 21:05:40,0,0
9780307343123,2039,711,2016-03-25 18:15:44,2016-04-08 18:15:44,0,0
9780747251828,586,100,2019-09-11 17:29:50,2019-09-25 17:29:50,0,0
9781576753514,4155,620,2019-03-15 00:55:05,2019-03-29 00:55:05,0,0
9781418505578,643,656,2020-06-13 15:40:01,2020-07-25 15:40:01,2,0
9780847827374,1876,257,2018-08-31 08:04:29,2018-09-28 08:04:29,1,0
9781560970705,426,289,2012-03-16 11:22:40,2012-04-27 11:22:40,2,0
9780060975098,3836,879,2019-04-16 05:28:40,2019-04-30 05:28:40,0,0
9780060923310,4616,503,2019-01-23 04:46:55,2019-02-06 04:46:55,0,0
9780060591717,1023,277,2016-07-28 02:09:39,2016-08-11 02:09:39,0,0
710430023639,1975,567,2011-02-19 03:30:19,2011-03-05 03:30:19,0,0
9783453189348,2771,678,2014-03-07 22:36:47,2014-03-21 22:36:47,0,0
9781405151412,668,371,2013-06-26 11:16:29,2013-07-24 11:16:29,1,0
9780674821064,1650,137,2017-09-03 01:56:51,2017-10-01 01:56:51,1,0
9780747267447,1535,406,2010-10-24 00:47:35,2010-11-07 00:47:35,0,13.5
9780761956921,4055,378,2010-02-28 18:19:48,2010-03-14 18:19:48,0,0
9780340823378,2434,644,2020-02-25 22:54:46,2020-03-10 22:54:46,0,2.5
9780805427318,1367,302,2012-10-15 06:23:07,2012-10-29 06:23:07,0,12.0
9780767919371,2283,569,2012-12-27 07:33:21,2013-02-07 07:33:21,2,6.0
9780886778576,4245,653,2018-12-27 23:59:36,2019-01-24 23:59:36,1,0
9780446677165,1552,153,2015-02-27 09:00:48,2015-03-13 09:00:48,0,0
9780441010387,527,54,2015-05-05 01:12:38,2015-05-19 01:12:38,0,0
9780807831090,1084,767,2019-04-12 13:24:09,2019-05-10 13:24:09,1,0.5
9780816611355,1372,149,2011-05-22 05:24:33,2011-06-05 05:24:33,0,0
9780552773126,4797,286,2011-05-23 13:57:20,2011-06-06 13:57:20,0,0
9780440242918,1144,596,2014-09-28 01:05:38,2014-10-12 01:05:38,0,0
9780786719051,1082,337,2014-02-05 07:12:58,2014-02-19 07:12:58,0,0
9781563893308,350,995,2012-12-15 19:05:57,2012-12-29 19:05:57,0,14.5
9780224014014,876,929,2012-04-06 00:06:19,2012-04-20 00:06:19,0,9.0
9780262571036,35,345,2012-11-09 18:18:39,2012-11-23 18:18:39,0,0
9780786885596,3620,419,2014-08-06 00:12:39,2014-09-17 00:12:39,2,0
9780553053197,4007,459,2011-07-03 15:04:38,2011-07-17 15:04:38,0,0
9780375724428,3498,837,2016-10-29 06:32:12,2016-11-26 06:32:12,1,0
9780062507549,4015,926,2011-08-28 14:48:14,2011-09-11 14:48:14,0,0
9780873387804,2335,232,2016-12-23 10:45:28,2017-02-03 10:45:28,2,11.5
9780373285334,4368,391,2020-05-23 00:33:34,2020-06-06 00:33:34,0,4.5
9780143034759,1947,364,2015-02-18 05:43:06,2015-03-04 05:43:06,0,5.5
9780151012114,2393,795,2017-07-04 19:40:50,2017-07-18 19:40:50,0,14.0
9780425188132,4595,47,2017-12-04 23:18:55,2017-12-18 23:18:55,0,7.5
9780517118290,3213,45,2017-04-03 12:15:51,2017-05-01 12:15:51,1,0
9780756403256,441,719,2012-07-16 13:12:29,2012-08-27 13:12:29,2,0
9781421510781,3870,82,2010-12-14 10:52:13,2011-01-11 10:52:13,1,0
9780805063899,420,278,2012-07-01 23:20:48,2012-07-15 23:20:48,0,13.0
9780786929504,4599,592,2010-02-15 00:06:04,2010-03-01 00:06:04,0,0
9780714529035,4028,77,2013-03-04 20:21:39,2013-04-15 20:21:39,2,0
9781595580276,4570,562,2015-01-17 06:04:24,2015-02-14 06:04:24,1,0
9780140286014,1182,877,2015-11-06 19:13:29,2015-11-20 19:13:29,0,11.5
9781567921571,850,215,2015-07-08 19:10:25,2015-08-05 19:10:25,1,4.5
9780807611685,731,20,2014-06-13 14:33:02,2014-06-27 14:33:02,0,5.5
9783442545537,772,695,2012-09-27 04:29:12,2012-10-11 04:29:12,0,0
9780061054884,3370,963,2010-05-09 04:19:39,2010-05-23 04:19:39,0,0
9781421506128,1849,744,2017-11-26 12:28:39,2017-12-10 12:28:39,0,0
9780310252191,2642,198,2013-07-23 07:44:14,2013-08-20 07:44:14,1,5.0
9780316955126,2454,536,2020-08-07 13:44:56,2020-08-21 13:44:56,0,0
9780425213438,3156,319,2015-10-08 21:47:46,2015-10-22 21:47:46,0,0
9788877827197,4788,939,2017-12-12 20:15:18,2017-12-26 20:15:18,0,0
9780974607894,2690,97,2012-12-04 22:24:15,2012-12-18 22:24:15,0,0
9780393979169,3681,712,2018-10-24 19:14:07,2018-11-07 19:14:07,0,0
9781400034680,4425,725,2016-03-08 16:11:46,2016-03-22 16:11:46,0,0
9780688154721,1527,325,2019-03-16 19:39:48,2019-03-30 19:39:48,0,0
9780785114932,375,168,2010-12-13 02:22:04,2010-12-27 02:22:04,0,6.5
9780231054751,2657,262,2018-06-11 21:06:43,2018-06-25 21:06:43,0,0
9780753812938,1356,816,2018-08-14 22:39:15,2018-08-28 22:39:15,0,0
9780060757083,695,949,2014-10-18 11:23:31,2014-11-01 11:23:31,0,0
9780393319798,577,795,2020-08-24 21:03:56,2020-09-07 21:03:56,0,13.5
9780553562965,265,334,2017-05-28 02:55:03,2017-06-11 02:55:03,0,0
9780451454249,2074,217,2011-01-02 08:48:17,2011-01-16 08:48:17,0,13.5
9780439357913,850,631,2018-01-10 16:53:47,2018-02-07 16:53:47,1,5.5
9785040019526,3615,499,2015-07-25 10:35:47,2015-08-22 10:35:47,1,2.5
9788426415165,3411,589,2016-07-15 04:59:40,2016-07-29 04:59:40,0,0
9780486270579,2146,599,2017-03-02 01:54:37,2017-03-30 01:54:37,1,8.0
9781419349997,4252,247,2020-03-17 08:15:16,2020-03-31 08:15:16,0,0
9780446677493,3150,768,2019-05-25 21:53:58,2019-07-06 21:53:58,2,0
9780306812309,496,978,2010-05-10 10:55:27,2010-06-21 10:55:27,2,0
9781556591402,1406,140,2018-02-02 18:45:03,2018-02-16 18:45:03,0,0
9780517405093,976,717,2012-11-21 21:03:07,2012-12-05 21:03:07,0,0
9780393321982,3638,629,2018-10-23 20:45:13,2018-11-06 20:45:13,0,0
9780553375268,2468,206,2012-03-01 17:00:48,2012-03-29 17:00:48,1,4.0
9780809037728,4357,578,2012-12-20 10:18:58,2013-01-17 10:18:58,1,0
9781561703159,1273,413,2017-02-15 10:33:38,2017-03-15 10:33:38,1,0
9780060987527,2111,887,2014-07-03 03:00:10,2014-08-14 03:00:10,2,6.5
9780786930678,2298,284,2013-10-21 22:45:26,2013-11-04 22:45:26,0,0
9780312994815,1401,876,2016-07-04 11:19:17,2016-07-18 11:19:17,0,0
9780375758737,3187,203,2018-05-12 12:01:13,2018-06-09 12:01:13,1,0
9780802417589,4469,330,2010-05-21 11:41:22,2010-06-18 11:41:22,1,7.0
9780143039228,2744,768,2011-12-24 01:45:56,2012-01-07 01:45:56,0,0
9780886776121,3360,216,2012-06-19 09:08:02,2012-07-31 09:08:02,2,0
9781401917173,2153,43,2020-09-04 11:21:46,2020-09-18 11:21:46,0,0
9780811856980,2412,565,2010-05-17 18:50:22,2010-05-31 18:50:22,0,0
9781595820716,3064,123,2017-01-10 21:32:55,2017-01-24 21:32:55,0,5.5
9780571214266,4,153,2010-10-29 10:56:33,2010-11-12 10:56:33,0,0.5
9780060541439,3442,951,2010-04-06 19:12:23,2010-04-20 19:12:23,0,10.0
9780345418951,1349,548,2011-03-06 01:46:10,2011-04-03 01:46:10,1,0
9780393090185,568,9,2013-07-08 01:23:02,2013-08-19 01:23:02,2,0
9780321478061,3663,685,2020-10-05 11:31:13,2020-11-16 11:31:13,2,0
9781898573456,3649,693,2017-08-03 02:42:57,2017-09-14 02:42:57,2,0
9780375831003,3047,281,2015-02-15 07:07:55,2015-03-01 07:07:55,0,0
9780783554563,4830,682,2019-06-30 11:02:14,2019-07-14 11:02:14,0,0
9780060593209,505,443,2011-03-21 21:16:58,2011-04-04 21:16:58,0,0
9780743484862,1748,274,2017-08-03 02:32:53,2017-08-17 02:32:53,0,2.5
9780330345040,3501,688,2020-10-06 16:24:47,2020-11-03 16:24:47,1,2.5
9780393926798,4239,403,2020-09-12 02:30:25,2020-09-26 02:30:25,0,0
9783499222504,4147,282,2013-04-20 14:17:40,2013-05-04 14:17:40,0,0
9780861711765,1619,237,2019-03-21 04:15:57,2019-04-18 04:15:57,1,10.0
9780812513738,4999,929,2015-09-27 02:26:17,2015-10-11 02:26:17,0,0
9780380732029,4848,562,2011-05-20 04:28:28,2011-07-01 04:28:28,2,0
9780743267533,3485,128,2016-03-26 15:26:52,2016-04-09 15:26:52,0,0
9781594200939,3575,225,2016-08-17 16:14:56,2016-08-31 16:14:56,0,0
9780375753732,2732,591,2020-02-22 20:39:21,2020-03-07 20:39:21,0,0
9780674992559,158,839,2018-11-12 12:12:47,2018-11-26 12:12:47,0,0
9780758207746,3575,395,2016-02-02 06:42:47,2016-02-16 06:42:47,0,10.5
9780743406567,2815,201,2013-04-05 18:14:00,2013-05-17 18:14:00,2,9.5
9780345418685,1195,398,2016-05-30 18:07:54,2016-06-13 18:07:54,0,0
9780312155858,4665,977,2020-09-12 18:59:17,2020-10-10 18:59:17,1,0
9780140189865,2344,482,2017-03-26 08:03:24,2017-04-09 08:03:24,0,11.0
20049130001,4758,711,2011-06-12 17:40:31,2011-06-26 17:40:31,0,0
9780451217400,4860,76,2013-07-24 16:15:00,2013-08-21 16:15:00,1,10.5
9780486651910,4214,58,2015-10-18 16:40:19,2015-11-01 16:40:19,0,0
9780785263784,484,28,2014-07-20 11:42:09,2014-08-03 11:42:09,0,3.5
9780312278496,4099,692,2011-05-18 20:25:58,2011-06-01 20:25:58,0,0
9780275991166,2581,230,2019-07-08 20:12:19,2019-07-22 20:12:19,0,1.5
9780140258691,3182,21,2012-02-29 20:06:38,2012-03-14 20:06:38,0,1.0
9780446696630,696,261,2012-03-22 12:06:35,2012-04-05 12:06:35,0,4.5
9780374530716,4012,175,2014-04-03 09:28:33,2014-04-17 09:28:33,0,14.0
9780862921477,532,341,2011-03-04 13:05:30,2011-03-18 13:05:30,0,12.5
9780316014533,4543,285,2011-08-10 16:10:35,2011-08-24 16:10:35,0,10.0
9780872201682,2284,628,2010-05-11 19:46:00,2010-05-25 19:46:00,0,4.5
9780143036357,2794,932,2018-01-14 06:49:11,2018-02-11 06:49:11,1,0
9781417626281,1036,296,2014-10-24 18:06:21,2014-11-21 18:06:21,1,7.5
9781566631327,1588,402,2010-11-29 16:28:53,2010-12-27 16:28:53,1,0
9781400034628,2256,623,2014-06-29 13:09:08,2014-07-27 13:09:08,1,2.0
9780553803136,1125,258,2015-07-05 01:38:57,2015-07-19 01:38:57,0,0
9781583372920,37,123,2017-04-23 15:48:36,2017-05-21 15:48:36,1,11.0
9780872201682,1823,865,2013-07-05 14:38:30,2013-07-19 14:38:30,0,0
9780151012114,1314,906,2019-04-16 19:03:30,2019-05-14 19:03:30,1,0
9780316917339,4793,242,2012-11-01 11:54:08,2012-11-29 11:54:08,1,0
9780714833651,3418,903,2016-09-26 19:27:35,2016-10-10 19:27:35,0,0
9780595145065,2424,158,2019-12-25 10:41:59,2020-01-08 10:41:59,0,0
9780747411871,4047,642,2017-12-21 00:34:20,2018-01-04 00:34:20,0,14.5
9781857152234,4085,892,2015-07-19 04:42:47,2015-08-30 04:42:47,2,0
9780061137037,4450,296,2017-10-08 23:19:04,2017-10-22 23:19:04,0,0
9780451217400,976,292,2014-12-05 14:41:51,2014-12-19 14:41:51,0,11.0
9780307344830,1125,747,2014-02-18 12:55:34,2014-03-18 12:55:34,1,0
9781584230700,4207,433,2019-12-25 18:44:40,2020-02-05 18:44:40,2,1.0
9780811201063,3409,940,2019-06-29 23:13:35,2019-07-13 23:13:35,0,7.5
9780140119503,2730,132,2019-07-07 19:03:20,2019-07-21 19:03:20,0,0
9780385732918,4274,343,2019-09-15 17:30:09,2019-09-29 17:30:09,0,0
9780671878849,66,597,2013-07-26 07:48:09,2013-09-06 07:48:09,2,0
9780060761356,3420,626,2014-07-21 13:51:03,2014-08-04 13:51:03,0,0
9780192824257,2387,382,2019-05-17 15:45:07,2019-06-14 15:45:07,1,0
9780375839375,780,597,2015-11-09 08:04:56,2015-12-07 08:04:56,1,0
9780345484086,921,635,2016-03-22 17:59:04,2016-04-19 17:59:04,1,0
9781562010355,4973,701,2017-03-31 07:54:23,2017-04-28 07:54:23,1,0
9781595820310,2251,985,2015-12-26 20:05:30,2016-01-23 20:05:30,1,0
9780860688662,1135,358,2019-02-15 01:26:03,2019-03-01 01:26:03,0,0
9780312872793,1062,435,2010-03-01 03:42:10,2010-03-15 03:42:10,0,0
9780884196488,2615,357,2017-08-05 14:12:34,2017-09-02 14:12:34,1,14.0
9780674824263,662,708,2017-12-07 22:58:33,2018-01-18 22:58:33,2,4.5
9780743293037,3734,276,2020-07-01 13:25:49,2020-07-15 13:25:49,0,0
9780486434148,2551,9,2013-05-20 18:35:07,2013-07-01 18:35:07,2,2.0
9780486427591,930,545,2016-07-03 23:02:55,2016-07-31 23:02:55,1,7.0
9780345339935,1709,913,2018-07-02 18:43:05,2018-07-30 18:43:05,1,0
9780141004921,4599,377,2020-11-27 12:36:07,2020-12-11 12:36:07,0,0
9780060194918,1932,102,2017-03-12 01:46:38,2017-04-09 01:46:38,1,0
9781421509235,2479,756,2016-10-27 03:42:49,2016-11-24 03:42:49,1,0
9780571205219,3454,41,2014-02-28 01:02:51,2014-03-28 01:02:51,1,0
9780679748649,4864,673,2015-07-03 04:20:19,2015-07-31 04:20:19,1,0
9782290328057,4574,126,2017-07-24 07:09:52,2017-08-07 07:09:52,0,0
9780141011516,2939,723,2019-12-13 07:31:04,2019-12-27 07:31:04,0,0
9780373285136,4142,514,2018-09-09 06:12:20,2018-10-07 06:12:20,1,5.5
9780836217353,2744,44,2012-07-11 02:55:56,2012-08-08 02:55:56,1,13.0
9780395599686,3277,807,2016-06-24 19:28:17,2016-07-08 19:28:17,0,1.0
9780141441214,1548,921,2013-04-08 05:07:16,2013-05-20 05:07:16,2,0
9780743477116,375,606,2013-02-05 20:03:13,2013-03-19 20:03:13,2,0
9780805209068,4208,527,2018-01-02 07:15:31,2018-02-13 07:15:31,2,0
9780060987527,3026,317,2014-09-19 14:51:25,2014-10-03 14:51:25,0,0
9780425183762,1562,124,2010-10-10 22:57:18,2010-10-24 22:57:18,0,0
9780060001810,886,427,2019-02-05 01:30:00,2019-02-19 01:30:00,0,0
9780736913829,3560,580,2012-08-25 02:47:52,2012-09-08 02:47:52,0,9.5
9780805232110,3142,822,2017-05-31 10:20:16,2017-06-14 10:20:16,0,1.0
9780385491037,2265,903,2018-04-29 23:04:14,2018-05-13 23:04:14,0,0
9780842387446,70,934,2020-11-09 15:43:55,2020-12-07 15:43:55,1,0
9780394758268,2540,574,2015-06-01 06:46:17,2015-06-15 06:46:17,0,0
9781581346084,134,608,2015-10-25 12:17:40,2015-11-22 12:17:40,1,13.5
9780312273224,4485,74,2016-01-18 12:00:40,2016-02-01 12:00:40,0,2.0
9781593691035,2099,341,2013-08-26 13:46:31,2013-09-09 13:46:31,0,0
9780152025410,2146,779,2010-09-25 08:34:14,2010-10-09 08:34:14,0,5.5
9780345476883,2532,807,2012-06-06 22:37:55,2012-06-20 22:37:55,0,0
9780140436075,2995,792,2015-08-15 02:25:55,2015-09-12 02:25:55,1,0
9781416927839,3454,655,2013-10-15 09:33:12,2013-10-29 09:33:12,0,0
9780743211376,4112,195,2015-10-21 12:22:39,2015-12-02 12:22:39,2,0
9780140288483,1062,765,2017-03-31 23:27:50,2017-04-14 23:27:50,0,0
9781553377528,2066,583,2017-01-26 07:57:33,2017-02-09 07:57:33,0,0
9780553583151,2755,740,2010-03-22 13:12:48,2010-04-05 13:12:48,0,0
9780618477944,3844,132,2019-11-22 09:56:40,2019-12-06 09:56:40,0,6.0
9780809095049,1405,231,2011-07-30 18:31:45,2011-08-13 18:31:45,0,0
9780425206959,2699,367,2010-03-16 08:35:58,2010-03-30 08:35:58,0,0
9780727862983,4875,221,2015-11-10 01:53:00,2015-11-24 01:53:00,0,11.5
9780764228490,2512,752,2020-01-08 15:27:48,2020-01-22 15:27:48,0,0
9780452282193,204,184,2017-11-01 00:49:57,2017-11-15 00:49:57,0,8.5
9781400034413,485,202,2020-08-31 12:50:12,2020-09-28 12:50:12,1,0
9780696018824,1282,479,2013-12-23 18:58:28,2014-01-06 18:58:28,0,0
9780316013932,3647,25,2015-05-10 12:30:01,2015-06-07 12:30:01,1,8.0
9780440169123,2381,179,2012-07-21 15:18:34,2012-08-04 15:18:34,0,0
9780385415804,1573,239,2017-01-17 21:26:07,2017-01-31 21:26:07,0,10.0
9780140261547,1784,86,2012-11-08 09:01:47,2012-11-22 09:01:47,0,11.5
9780679736851,1656,926,2017-07-16 08:52:28,2017-07-30 08:52:28,0,0
9780140447606,4268,798,2010-01-06 05:18:44,2010-01-20 05:18:44,0,0
9780099422174,2553,528,2012-11-19 08:15:16,2012-12-03 08:15:16,0,0
9780312342340,987,961,2010-01-08 11:11:15,2010-01-22 11:11:15,0,0
9780143039570,3718,831,2019-10-15 12:27:07,2019-11-26 12:27:07,2,0
9780674854291,3497,843,2015-06-24 10:15:36,2015-07-08 10:15:36,0,7.5
9780064470650,2748,862,2012-06-19 09:05:21,2012-07-17 09:05:21,1,0
9780061125935,2174,718,2016-01-03 21:26:13,2016-02-14 21:26:13,2,0
9780743234757,1707,135,2018-02-21 04:57:26,2018-04-04 04:57:26,2,13.5
9781416905271,2603,454,2020-11-17 06:53:37,2020-12-01 06:53:37,0,0
9780446580281,527,302,2019-10-14 03:39:34,2019-10-28 03:39:34,0,0
9781592401821,1899,110,2017-09-23 03:38:39,2017-10-07 03:38:39,0,0
9781590595527,362,586,2012-01-12 17:41:18,2012-02-09 17:41:18,1,0
9780553210590,2115,843,2018-05-19 06:25:15,2018-06-02 06:25:15,0,0
9781582406930,2995,276,2018-09-19 21:15:40,2018-10-17 21:15:40,1,0
9780783554518,3656,583,2020-06-07 13:46:43,2020-07-05 13:46:43,1,0
9780099460176,823,226,2020-06-25 20:27:34,2020-07-23 20:27:34,1,0
9788466307604,1500,773,2014-02-21 05:22:54,2014-03-07 05:22:54,0,13.5
9780805060164,3667,675,2015-06-19 04:09:30,2015-07-03 04:09:30,0,0
9780425201442,1110,807,2020-01-04 01:21:57,2020-02-01 01:21:57,1,0
9780060934903,3159,178,2015-08-28 01:16:08,2015-10-09 01:16:08,2,0
9781400096473,96,331,2012-05-08 05:03:46,2012-05-22 05:03:46,0,0
